time/episodes,train/critic_loss,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,rollout/ep_len_mean,train/actor_loss,train/n_updates
18890,40.43162536621094,38,879962,193.30678617,4523,0.0001,63.29,-56.57441711425781,869961
18900,36.59803009033203,38,880667,193.04433997000004,4542,0.0001,63.23,-65.06585693359375,870666
18910,35.365989685058594,38,881438,192.32471542,4564,0.0001,62.81,-60.918601989746094,871437
18920,33.77718734741211,38,882199,197.21305924,4586,0.0001,63.78,-59.89262771606445,872198
18930,35.62004852294922,38,882961,202.24031216,4606,0.0001,65.23,-57.9571418762207,872960
18940,38.59844970703125,38,883770,215.05388599999998,4628,0.0001,69.14,-59.56664276123047,873769
18950,40.21818542480469,38,884567,224.89730470000003,4650,0.0001,72.85,-61.835716247558594,874566
18960,44.739166259765625,38,885347,226.71782991999996,4671,0.0001,73.52,-63.74647903442383,875346
18970,40.807586669921875,38,886117,232.13967896000005,4691,0.0001,74.85,-66.31690979003906,876116
18980,37.7154541015625,38,886961,238.38740310999998,4714,0.0001,76.69,-64.21234893798828,876960
18990,34.18926239013672,38,887751,243.02799721,4735,0.0001,77.89,-63.03831481933594,877750
19000,35.179039001464844,38,888651,249.57609675,4761,0.0001,79.84,-57.768287658691406,878650
19010,44.21107864379883,38,889482,250.6468213,4784,0.0001,80.44,-60.786346435546875,879481
19020,41.224945068359375,38,890269,249.78015909000004,4805,0.0001,80.7,-66.81747436523438,880268
19030,40.40660858154297,38,891087,251.01218377,4828,0.0001,81.26,-66.94100189208984,881086
19040,43.2470703125,38,891952,252.73494369000008,4851,0.0001,81.82,-59.77690124511719,881951
19050,39.27299499511719,38,892848,256.98690768000006,4876,0.0001,82.81,-60.66352081298828,882847
19060,40.178855895996094,37,893645,256.85927436000003,4897,0.0001,82.98,-63.03507614135742,883644
19070,29.19492530822754,37,894320,253.90985060000003,4916,0.0001,82.03,-61.08755111694336,884319
19080,41.564918518066406,37,895093,252.26617788,4937,0.0001,81.32,-62.578670501708984,885092
19090,35.408226013183594,37,895930,253.42858683999998,4959,0.0001,81.79,-63.915199279785156,885929
19100,35.497642517089844,37,896720,250.11510744000003,4981,0.0001,80.69,-64.9320297241211,886719
19110,39.12010955810547,37,897548,250.70782861000004,5003,0.0001,80.66,-59.1081428527832,887547
19120,39.46958923339844,37,898549,259.76340718000006,5030,0.0001,82.8,-62.27611541748047,888548
19130,37.17729949951172,37,899498,264.50126009,5056,0.0001,84.11,-65.9881591796875,889497
19140,35.77198791503906,37,900296,263.23419313,5076,0.0001,83.44,-58.92800521850586,890295
19150,48.2457275390625,37,901105,262.16553392000003,5098,0.0001,82.57,-59.90990447998047,891104
19160,32.46803283691406,37,901986,265.4144827,5121,0.0001,83.41,-60.577632904052734,891985
19170,35.97456359863281,37,902806,270.08132568,5143,0.0001,84.86,-58.02408218383789,892805
19180,40.16530990600586,37,903771,273.7281382,5170,0.0001,86.78,-66.53643798828125,893770
19190,41.62689208984375,37,904601,273.50503303,5192,0.0001,86.71,-64.861328125,894600
19200,39.6883544921875,37,905387,272.84460242,5213,0.0001,86.67,-61.9766731262207,895386
19210,36.717620849609375,37,906246,273.95275857,5236,0.0001,86.98,-65.9923324584961,896245
19220,39.90919494628906,37,907105,269.11926004000003,5259,0.0001,85.56,-68.2455825805664,897104
19230,36.58152770996094,37,908024,268.96937839,5284,0.0001,85.26,-57.80330276489258,898023
19240,36.771751403808594,37,908951,272.91780896,5309,0.0001,86.55,-64.51396179199219,898950
19250,34.70454406738281,37,909821,273.6616176,5333,0.0001,87.16,-67.15379333496094,899820
19260,40.655296325683594,37,910559,268.57972657,5352,0.0001,85.73,-58.72770309448242,900558
19270,35.67754364013672,37,911568,274.24813788000006,5380,0.0001,87.62,-62.711875915527344,901567
19280,41.11217498779297,37,912383,270.26414764,5401,0.0001,86.12,-61.913883209228516,902382
19290,52.26947021484375,37,913255,270.36452719000005,5423,0.0001,86.54,-63.53117752075195,903254
19300,41.06619644165039,37,914094,273.42368989000005,5444,0.0001,87.07,-67.28253173828125,904093
19310,35.94650650024414,37,914930,271.01629931,5465,0.0001,86.84,-60.75313186645508,904929
19320,43.22880554199219,37,915691,266.00824012,5484,0.0001,85.86,-62.427490234375,905690
19330,34.3858642578125,37,916460,261.29449825,5503,0.0001,84.36,-65.95543670654297,906459
19340,35.18634033203125,37,917422,261.44958599,5527,0.0001,84.71,-62.77568435668945,907421
19350,33.389408111572266,37,918241,260.66467332,5548,0.0001,84.2,-63.388885498046875,908240
19360,40.966922760009766,37,919151,268.53780525999997,5572,0.0001,85.92,-68.30540466308594,909150
19370,41.87403106689453,37,919986,264.5997353,5594,0.0001,84.18,-70.30852508544922,909985
19380,29.947250366210938,37,920780,265.09035934999997,5615,0.0001,83.97,-59.98050308227539,910779
19390,38.85087966918945,37,921779,270.96090583,5642,0.0001,85.24,-60.344032287597656,911778
19400,42.36975860595703,37,922662,271.31928593,5666,0.0001,85.68,-59.951324462890625,912661
19410,47.747840881347656,37,923547,273.35148668,5690,0.0001,86.17,-66.27227783203125,913546
19420,48.02342987060547,37,924461,277.85190908000004,5714,0.0001,87.7,-64.10530853271484,914460
19430,36.521827697753906,37,925379,282.04428455,5739,0.0001,89.19,-65.44951629638672,915378
19440,42.131954193115234,37,926363,282.53654832999996,5765,0.0001,89.41,-64.51294708251953,916362
19450,39.737125396728516,37,927303,285.88411543,5791,0.0001,90.62,-60.597633361816406,917302
19460,40.14617919921875,37,928112,282.16418116,5813,0.0001,89.61,-65.66557312011719,918111
19470,41.69038391113281,37,929014,282.02102601,5837,0.0001,90.28,-64.61283111572266,919013
19480,31.568222045898438,37,929841,282.42549704,5859,0.0001,90.61,-64.96354675292969,919840
19490,36.050559997558594,37,930801,279.58316141,5884,0.0001,90.22,-60.22437286376953,920800
19500,32.77509689331055,37,931574,274.50168068000005,5904,0.0001,89.12,-62.744110107421875,921573
19510,36.68037033081055,37,932399,272.77224351,5925,0.0001,88.52,-66.52445983886719,922398
19520,44.105430603027344,37,933161,267.8086688,5944,0.0001,87.0,-59.559959411621094,923160
19530,37.05839538574219,37,933973,263.78712714,5964,0.0001,85.94,-65.14435577392578,923972
19540,39.32565689086914,37,934786,258.2510345,5985,0.0001,84.23,-63.00493621826172,924785
19550,35.9186897277832,37,935545,252.23874070000002,6005,0.0001,82.42,-68.00360107421875,925544
19560,39.07537078857422,37,936368,251.78785803000002,6026,0.0001,82.56,-62.36906433105469,926367
19570,35.386146545410156,37,937228,253.02445153000005,6048,0.0001,82.14,-65.28477478027344,927227
19580,43.350189208984375,37,938091,254.72908403000002,6070,0.0001,82.5,-59.885032653808594,928090
19590,48.15753173828125,37,939039,256.22086219,6094,0.0001,82.38,-61.13319396972656,929038
19600,39.157020568847656,37,939962,261.93728050000004,6117,0.0001,83.88,-62.307350158691406,929961
19610,32.5208625793457,38,940957,267.87697655,6142,0.0001,85.58,-60.443206787109375,930956
19620,41.77370071411133,38,941865,274.56233277,6165,0.0001,87.04,-63.10980987548828,931864
19630,38.17087173461914,38,942877,281.97913365,6190,0.0001,89.04,-63.98484420776367,932876
19640,34.64044189453125,38,943795,285.99616323999993,6214,0.0001,90.09,-58.341495513916016,933794
19650,36.89189147949219,38,944702,290.3930357400001,6236,0.0001,91.57,-65.15039825439453,934701
19660,37.96107864379883,38,945540,290.01268747,6258,0.0001,91.72,-60.07358932495117,935539
19670,32.128787994384766,38,946523,292.43558318,6283,0.0001,92.95,-68.00482940673828,936522
19680,42.919349670410156,38,947506,295.43796911000004,6309,0.0001,94.15,-65.00390625,937505
19690,40.118221282958984,38,948352,290.9935015,6332,0.0001,93.13,-66.31329345703125,938351
19700,41.09031677246094,38,949109,285.16634627,6352,0.0001,91.47,-66.61923217773438,939108
19710,43.81755065917969,38,949853,277.36452987999996,6373,0.0001,88.96,-65.12255096435547,939852
19720,45.26701354980469,38,950658,271.87613059999995,6394,0.0001,87.93,-72.13050079345703,940657
19730,34.60966110229492,38,951534,266.99944521000003,6418,0.0001,86.57,-72.70066833496094,941533
19740,37.477622985839844,38,952266,258.2053651,6438,0.0001,84.71,-63.78109359741211,942265
19750,38.387359619140625,38,952972,251.26174962000005,6457,0.0001,82.7,-64.7485580444336,942971
19760,41.07488250732422,38,953785,248.47089580999997,6479,0.0001,82.45,-62.28140640258789,943784
19770,44.081336975097656,38,954634,242.96098181999997,6502,0.0001,81.11,-62.3698844909668,944633
19780,40.5150146484375,37,955449,235.84292491,6524,0.0001,79.43,-64.35002899169922,945448
19790,33.359649658203125,37,956382,236.81808373000004,6549,0.0001,80.3,-55.84233856201172,946381
19800,41.777652740478516,37,957264,241.04285132,6573,0.0001,81.55,-63.30275344848633,947263
19810,40.141265869140625,37,958088,244.21679868999996,6595,0.0001,82.35,-62.11163330078125,948087
19820,36.56791305541992,37,958933,248.34552973000007,6618,0.0001,82.75,-58.82235336303711,948932
19830,38.21461486816406,37,959838,248.51086238,6642,0.0001,83.04,-67.6060791015625,949837
19840,51.77110290527344,37,960752,255.80541945999997,6667,0.0001,84.86,-65.96420288085938,950751
19850,40.48700714111328,37,961640,263.11044264000003,6691,0.0001,86.68,-68.35905456542969,951639
19860,39.753143310546875,37,962327,260.93306839999997,6714,0.0001,85.42,-67.82540130615234,952326
19870,45.32823181152344,37,963076,260.55339087,6734,0.0001,84.42,-63.3572883605957,953075
19880,37.138648986816406,37,963927,265.13787066000003,6757,0.0001,84.78,-58.28237533569336,953926
19890,35.38371658325195,37,964714,262.87065258999996,6778,0.0001,83.32,-67.89068603515625,954713
19900,49.1298828125,37,965492,258.35808274,6799,0.0001,82.28,-65.38349914550781,955491
19910,42.82841873168945,37,966420,261.42435774,6824,0.0001,83.32,-67.59038543701172,956419
19920,40.13164138793945,37,967259,260.34638807,6847,0.0001,83.26,-66.33673095703125,957258
19930,46.18218231201172,37,968206,261.25197751,6872,0.0001,83.68,-63.8992919921875,958205
19940,37.44822311401367,37,969099,262.39324093999994,6896,0.0001,83.47,-64.29358673095703,959098
19950,46.770931243896484,37,970083,264.42447359,6922,0.0001,84.43,-68.01895904541016,960082
19960,49.902801513671875,37,970903,268.17321482,6944,0.0001,85.76,-64.18824005126953,960902
19970,41.047447204589844,37,971825,271.81677511,6969,0.0001,87.49,-64.1523666381836,961824
19980,42.866485595703125,37,972565,265.84708625,6989,0.0001,86.38,-65.57058715820312,962564
19990,40.91236877441406,37,973292,263.66004847,7008,0.0001,85.78,-65.50010681152344,963291
20000,40.37260437011719,37,974235,272.25097783999996,7032,0.0001,87.43,-65.57233428955078,964234
20010,38.81390380859375,37,975115,270.97837245000005,7056,0.0001,86.95,-68.32903289794922,965114
20020,49.94269561767578,37,975982,269.85406845,7079,0.0001,87.23,-64.49140167236328,965981
20030,45.10417175292969,37,976881,269.81892168,7103,0.0001,86.75,-65.52879333496094,966880
20040,42.37445831298828,37,977776,269.47629387,7127,0.0001,86.77,-70.2559585571289,967775
20050,34.41192626953125,37,978547,263.87167221,7148,0.0001,84.64,-66.0971450805664,968546
20060,47.40422821044922,37,979346,263.18224730000003,7169,0.0001,84.43,-64.30858612060547,969345
20070,44.513404846191406,37,980291,264.33123275,7194,0.0001,84.66,-65.95294189453125,970290
20080,37.84272766113281,37,981092,270.14138963,7216,0.0001,85.27,-65.191650390625,971091
20090,35.72310256958008,37,981958,274.35203874,7239,0.0001,86.66,-69.24043273925781,971957
20100,39.454105377197266,37,982821,271.17206043000004,7262,0.0001,85.86,-69.76666259765625,972820
20110,43.79554748535156,37,983662,269.72420609,7285,0.0001,85.47,-68.84467315673828,973661
20120,38.69798278808594,37,984588,274.81662358,7309,0.0001,86.06,-71.1981430053711,974587
20130,46.59944534301758,37,985418,272.40835963,7332,0.0001,85.37,-62.51041793823242,975417
20140,27.82431411743164,37,986262,271.48195415000004,7355,0.0001,84.86,-59.87339782714844,976261
20150,45.01805877685547,37,987183,275.24292048,7379,0.0001,86.36,-66.323486328125,977182
20160,41.679744720458984,37,988045,279.9961582600001,7403,0.0001,86.99,-66.73007202148438,978044
20170,36.92845153808594,37,988836,275.75530928,7424,0.0001,85.45,-66.44246673583984,978835
20180,53.23726272583008,37,989861,280.84064855,7452,0.0001,87.69,-67.65947723388672,979860
20190,40.37176513671875,37,990862,287.01584495,7479,0.0001,89.04,-72.00456237792969,980861
20200,43.51679992675781,37,991799,290.4837905,7504,0.0001,89.78,-68.36166381835938,981798
20210,35.077003479003906,37,992702,291.00217255999996,7527,0.0001,90.4,-65.49076843261719,982701
20220,39.89915084838867,37,993609,289.03978199,7550,0.0001,90.21,-60.28342056274414,983608
20230,43.10840606689453,37,994409,288.34309039000004,7570,0.0001,89.91,-66.2796401977539,984408
20240,36.18794250488281,37,995150,285.71189691999996,7589,0.0001,88.88,-67.69256591796875,985149
20250,48.01026153564453,37,995958,283.11272226,7609,0.0001,87.75,-67.09165954589844,985957
20260,36.01875686645508,37,996841,280.47040459,7632,0.0001,87.96,-63.391075134277344,986840
20270,49.85285568237305,37,997936,291.27824765,7659,0.0001,91.0,-64.71328735351562,987935
20280,36.373870849609375,37,998777,286.94430573,7681,0.0001,89.16,-63.721893310546875,988776
20290,41.813663482666016,37,999527,277.72871356,7700,0.0001,86.65,-65.59516143798828,989526
20300,39.562843322753906,37,1000339,273.45051916,7722,0.0001,85.4,-64.72164154052734,990338
20310,41.35622024536133,37,1001250,274.90165663,7747,0.0001,85.48,-65.60419464111328,991249
20320,40.92302703857422,37,1002231,278.61140288,7773,0.0001,86.22,-65.91777038574219,992230
20330,47.23869323730469,37,1003235,287.14420977000003,7800,0.0001,88.26,-66.02285766601562,993234
20340,41.06000900268555,37,1004039,288.97012966,7822,0.0001,88.89,-67.11785888671875,994038
20350,36.120601654052734,37,1005085,296.2627755699999,7850,0.0001,91.27,-66.8338394165039,995084
20360,35.73341369628906,37,1005950,299.57898049,7873,0.0001,91.09,-71.2337417602539,995949
20370,43.02682113647461,37,1006829,290.89317704999996,7897,0.0001,88.93,-65.44831848144531,996828
20380,42.303749084472656,37,1007694,289.53994507000004,7920,0.0001,89.17,-62.72319793701172,997693
20390,47.02227020263672,37,1008541,291.46648666,7943,0.0001,90.14,-58.59166717529297,998540
20400,38.47206115722656,37,1009390,290.75976706,7966,0.0001,90.51,-65.65225219726562,999389
20410,35.21474838256836,37,1010279,289.92700784000004,7990,0.0001,90.29,-67.59445190429688,1000278
20420,47.34125518798828,37,1011154,284.2464089,8013,0.0001,89.23,-70.53736114501953,1001153
20430,43.987449645996094,37,1012040,276.76465923,8036,0.0001,88.05,-65.4549331665039,1002039
20440,45.356346130371094,37,1013034,282.0406977800001,8061,0.0001,89.95,-67.17094421386719,1003033
20450,38.068214416503906,37,1013927,278.57564843000006,8083,0.0001,88.42,-64.74414825439453,1003926
20460,45.65888977050781,37,1014676,273.15253909,8103,0.0001,87.26,-67.89188385009766,1004675
20470,39.53911209106445,37,1015323,265.67592484,8119,0.0001,84.94,-68.20269775390625,1005322
20480,47.35833740234375,37,1016210,266.8037073699999,8142,0.0001,85.16,-69.89634704589844,1006209
20490,48.330955505371094,37,1017140,270.87030303,8165,0.0001,85.99,-71.04560089111328,1007139
20500,49.63821792602539,37,1018052,274.53749101,8188,0.0001,86.62,-65.21572875976562,1008051
20510,47.0699462890625,37,1018941,276.14782486,8210,0.0001,86.62,-66.63519287109375,1008940
20520,38.08631134033203,37,1019941,281.18317524,8235,0.0001,87.87,-64.61187744140625,1009940
20530,42.39197540283203,37,1020813,281.76459058999995,8257,0.0001,87.73,-67.41497802734375,1010812
20540,47.94761657714844,37,1021684,277.14891543,8279,0.0001,86.5,-69.6279296875,1011683
20550,47.288002014160156,37,1022603,276.2198191,8303,0.0001,86.76,-60.622955322265625,1012602
20560,43.527687072753906,37,1023742,290.76843650999996,8332,0.0001,90.66,-64.15436553955078,1013741
20570,53.75059509277344,37,1024696,301.42066683999997,8356,0.0001,93.73,-67.95597839355469,1014695
20580,38.81275177001953,37,1025655,305.2993809700001,8380,0.0001,94.45,-66.81915283203125,1015654
20590,42.655845642089844,37,1026557,303.43336067,8403,0.0001,94.17,-61.897438049316406,1016556
20600,40.20412826538086,37,1027375,297.68290618,8424,0.0001,93.23,-68.2466049194336,1017374
20610,38.87529754638672,37,1028261,295.52520773,8447,0.0001,93.2,-60.987369537353516,1018260
20620,42.75892639160156,37,1029191,291.70374513,8470,0.0001,92.5,-68.59732818603516,1019190
20630,41.75018310546875,37,1030060,291.61951806,8493,0.0001,92.47,-64.34729766845703,1020059
20640,37.687416076660156,37,1031091,298.51785679000005,8519,0.0001,94.07,-59.50048828125,1021090
20650,37.76921081542969,37,1032104,302.78608689,8544,0.0001,95.01,-60.8968391418457,1022103
20660,39.99378967285156,37,1032997,291.54993142999996,8567,0.0001,92.55,-67.88634490966797,1022996
20670,43.51628875732422,37,1034046,295.18924563,8593,0.0001,93.5,-64.9897232055664,1024045
20680,36.89984893798828,37,1035005,294.85753795,8618,0.0001,93.5,-60.01447296142578,1025004
20690,36.77580261230469,38,1035842,292.10533467000005,8639,0.0001,92.85,-63.9197883605957,1025841
20700,45.18359375,38,1036814,299.14740638,8663,0.0001,94.39,-69.8299560546875,1026813
20710,35.14466094970703,38,1037694,299.76345531000004,8686,0.0001,94.33,-65.84796905517578,1027693
20720,41.471160888671875,38,1038639,303.72898983,8711,0.0001,94.48,-68.62745666503906,1028638
20730,65.04508972167969,38,1039565,304.50875106,8736,0.0001,95.05,-66.22028350830078,1029564
20740,39.14476013183594,38,1040589,305.01854284,8764,0.0001,94.98,-67.7635498046875,1030588
20750,49.579429626464844,37,1041503,300.54280835,8788,0.0001,93.99,-67.53569793701172,1031502
20760,35.66307830810547,37,1042387,301.78337444,8812,0.0001,93.9,-64.34324645996094,1032386
20770,42.408660888671875,37,1043309,295.80494500000003,8837,0.0001,92.63,-60.59969711303711,1033308
20780,52.11410903930664,37,1044184,292.38239718,8861,0.0001,91.79,-69.09364318847656,1034183
20790,35.405540466308594,37,1045195,296.27903360000005,8888,0.0001,93.53,-75.97222900390625,1035194
20800,40.23587417602539,37,1046075,292.33350624,8912,0.0001,92.61,-67.82656860351562,1036074
20810,40.356605529785156,37,1047076,297.35611964,8939,0.0001,93.82,-68.42850494384766,1037075
20820,38.44871520996094,37,1048002,295.17179377,8963,0.0001,93.63,-65.59353637695312,1038001
20830,39.90203094482422,37,1048953,298.85385871,8989,0.0001,93.88,-63.849483489990234,1038952
20840,52.096710205078125,37,1049868,293.76808633,9012,0.0001,92.79,-70.54672241210938,1039867
20850,40.095611572265625,37,1050723,292.05573705,9034,0.0001,92.2,-61.71575164794922,1040722
20860,34.93798065185547,37,1051763,296.52290902,9060,0.0001,93.76,-67.5699462890625,1041762
20870,53.48585510253906,37,1052705,298.47721439,9084,0.0001,93.96,-71.68829345703125,1042704
20880,42.77861785888672,38,1053743,303.12732117,9110,0.0001,95.59,-71.9576187133789,1043742
20890,42.66659164428711,38,1054709,305.31805865,9134,0.0001,95.14,-69.33294677734375,1044708
20900,38.384307861328125,38,1055723,311.4307197,9160,0.0001,96.48,-65.49146270751953,1045722
20910,44.31663513183594,38,1056633,306.87396316999997,9183,0.0001,95.57,-63.88257598876953,1046632
20920,42.496036529541016,38,1057507,304.00391849000005,9205,0.0001,95.05,-65.12146759033203,1047506
20930,47.139076232910156,38,1058471,302.18270186000007,9229,0.0001,95.18,-69.73918151855469,1048470
20940,46.478424072265625,38,1059413,303.8018982699999,9253,0.0001,95.45,-63.29254150390625,1049412
20950,38.21754837036133,38,1060572,313.37290565999996,9282,0.0001,98.49,-66.26329803466797,1050571
20960,36.32754898071289,38,1061461,308.31139106,9305,0.0001,96.98,-69.7139892578125,1051460
20970,41.45758056640625,38,1062345,306.20229422999995,9327,0.0001,96.4,-68.04354095458984,1052344
20980,41.894622802734375,38,1063255,300.58809212999995,9350,0.0001,95.12,-70.31737518310547,1053254
20990,41.43323516845703,38,1064205,298.50216790999997,9375,0.0001,94.96,-63.30232238769531,1054204
21000,35.35153579711914,38,1065052,290.9871038,9396,0.0001,93.29,-64.06484985351562,1055051
21010,37.50738525390625,38,1065993,292.51536938000004,9420,0.0001,93.6,-64.0001449584961,1055992
21020,47.31065368652344,38,1066902,295.65679776,9442,0.0001,93.95,-72.2774658203125,1056901
21030,42.83036422729492,38,1067980,302.24476314,9469,0.0001,95.09,-64.65858459472656,1057979
21040,46.93503952026367,38,1068820,298.91080896,9492,0.0001,94.07,-70.69893646240234,1058819
21050,38.40675354003906,38,1069576,285.24678922999993,9512,0.0001,90.04,-66.67974090576172,1059575
21060,38.103538513183594,38,1070325,281.15795844,9533,0.0001,88.64,-66.35631561279297,1060324
21070,37.97265625,38,1071147,280.11264572000005,9555,0.0001,88.02,-53.35894775390625,1061146
21080,34.92833709716797,38,1071901,277.27596551,9576,0.0001,86.46,-71.97871398925781,1061900
21090,45.28010559082031,38,1072693,272.75272502,9597,0.0001,84.88,-71.0247573852539,1062692
21100,47.428993225097656,38,1073549,273.1388724600001,9620,0.0001,84.97,-73.01293182373047,1063548
21110,49.92369079589844,38,1074426,273.70005753000004,9644,0.0001,84.33,-70.40882873535156,1064425
21120,47.92555236816406,38,1075245,270.53849728999995,9666,0.0001,83.43,-66.53369140625,1065244
21130,45.105445861816406,38,1076073,260.64616986,9689,0.0001,80.93,-67.39026641845703,1066072
21140,41.5639533996582,38,1076853,258.05946912,9710,0.0001,80.33,-63.82579040527344,1066852
21150,39.627685546875,38,1077534,257.00583045999997,9729,0.0001,79.58,-67.54866790771484,1067533
21160,44.32883834838867,38,1078462,264.80449913,9754,0.0001,81.37,-67.55513763427734,1068461
21170,42.131805419921875,38,1079467,270.00536866000004,9781,0.0001,83.2,-68.57952880859375,1069466
21180,60.70953369140625,38,1080281,271.88386273,9802,0.0001,83.8,-67.7370376586914,1070280
21190,49.349884033203125,38,1081059,271.02231807,9822,0.0001,83.66,-72.73699188232422,1071058
21200,43.18605041503906,38,1081990,275.09568781999997,9845,0.0001,84.41,-67.07554626464844,1071989
21210,43.9820442199707,38,1083002,277.31374229,9871,0.0001,85.76,-70.8415298461914,1073001
21220,40.80560302734375,38,1083838,276.67833698,9892,0.0001,85.93,-79.64515686035156,1073837
21230,49.60597610473633,38,1084755,278.71116184000005,9915,0.0001,86.82,-65.89029693603516,1074754
21240,37.20326232910156,38,1085707,285.97718837,9939,0.0001,88.54,-66.22081756591797,1075706
21250,37.96766662597656,38,1086514,291.09532190000004,9960,0.0001,89.8,-63.91205978393555,1076513
21260,51.93851089477539,38,1087267,283.77687868999993,9979,0.0001,88.05,-72.16484069824219,1077266
21270,49.1655158996582,38,1088111,278.96529337000004,10001,0.0001,86.44,-72.78620910644531,1078110
21280,48.42767333984375,38,1088912,277.90240172,10021,0.0001,86.31,-66.09526062011719,1078911
21290,40.157020568847656,38,1089721,279.10407818,10042,0.0001,86.62,-67.37411499023438,1079720
21300,45.72489547729492,38,1090591,276.71016728,10065,0.0001,86.01,-72.08343505859375,1080590
21310,45.35436248779297,38,1091440,271.95710379,10087,0.0001,84.38,-65.98062133789062,1081439
21320,47.9500617980957,38,1092255,271.53330898999997,10107,0.0001,84.17,-67.25450134277344,1082254
21330,58.22357940673828,38,1093213,271.94344470000004,10132,0.0001,84.58,-68.3956298828125,1083212
21340,46.99659729003906,38,1093977,263.49647258,10151,0.0001,82.7,-69.5288314819336,1083976
21350,39.22539138793945,38,1094726,261.51999841,10170,0.0001,82.12,-69.70794677734375,1084725
21360,44.697471618652344,38,1095623,266.9226181,10193,0.0001,83.56,-67.51605987548828,1085622
21370,47.40450668334961,38,1096383,263.75115646,10212,0.0001,82.72,-67.05789184570312,1086382
21380,40.86688232421875,38,1097321,269.76501841000004,10236,0.0001,84.09,-67.452392578125,1087320
21390,38.171409606933594,38,1098112,269.2385203,10256,0.0001,83.91,-68.82058715820312,1088111
21400,43.62315368652344,38,1099043,272.25711615,10280,0.0001,84.52,-66.01307678222656,1089042
21410,46.47105407714844,38,1099886,271.28777317,10301,0.0001,84.46,-69.14116668701172,1089885
21420,48.17283630371094,38,1100950,281.90967350000005,10329,0.0001,86.95,-65.8098373413086,1090949
21430,49.69861602783203,38,1101647,275.47140075000004,10347,0.0001,84.34,-73.19580078125,1091646
21440,36.79899215698242,38,1102613,285.5193838,10371,0.0001,86.36,-68.31764221191406,1092612
21450,40.14524841308594,38,1103473,289.01907101000006,10393,0.0001,87.47,-65.30606079101562,1093472
21460,49.61431121826172,38,1104396,288.17509914999994,10417,0.0001,87.73,-64.01924133300781,1094395
21470,56.68093490600586,38,1105239,292.53319003,10438,0.0001,88.56,-69.84532928466797,1095238
21480,51.49061584472656,38,1106068,287.65834297,10459,0.0001,87.47,-66.6195297241211,1096067
21490,44.48160934448242,38,1107020,293.83871639,10484,0.0001,89.08,-66.36991882324219,1097019
21500,48.41682815551758,38,1107940,292.44242263,10507,0.0001,88.97,-68.92013549804688,1097939
21510,50.25724792480469,38,1108860,295.94289590000005,10530,0.0001,89.74,-71.58158111572266,1098859
21520,48.562294006347656,38,1109771,288.05298723,10554,0.0001,88.21,-64.10781860351562,1099770
21530,49.644840240478516,38,1110660,295.20311899,10578,0.0001,90.13,-70.09444427490234,1100659
21540,38.32987976074219,38,1111449,286.9406966099999,10600,0.0001,88.36,-73.2349853515625,1101448
